seed,rho,bootstrap_mean,bootstrap_var
8375,0.5,34.30772572530704,0.2857812027222028
6936,0.5,33.57451526651121,0.28018718876823717
5104,0.5,33.74054794288371,0.22887860564489362
8514,0.5,33.627849068565276,0.4324239263609113
4994,0.5,33.19392646370709,0.32845768577167334
8980,0.5,33.53960067438781,0.2975334220976862
3925,0.5,33.40008079590839,0.27561961654918454
400,0.5,33.99705868981528,0.3085035942603877
6864,0.5,33.47574871055676,0.29626217311622455
7441,0.5,33.46978575128126,0.3266685348345843
9669,0.5,33.47289791611184,0.32083724852983614
5846,0.5,33.7036771768815,0.305405364362187
3294,0.5,33.5358681823715,0.3803314183244935
7006,0.5,33.911065672585934,0.24125175142321262
7297,0.5,33.783709702353796,0.4208332853729221
5588,0.5,33.690804387531436,0.3529062113760296
417,0.5,33.65375278912418,0.31732823097410107
5838,0.5,34.06021824471868,0.2990617186691703
6882,0.5,33.94634194013557,0.32351342090849927
9965,0.5,34.13685840997685,0.324297196891664
9462,0.5,33.73457478799192,0.33227645916196397
9173,0.5,33.4479990206721,0.28128979962758893
1643,0.5,33.71339271009662,0.37894725184511274
1808,0.5,33.94778476906666,0.304446927504993
1518,0.5,33.46701754421279,0.296392389406846
3473,0.5,33.652250753292414,0.2831458188242891
8622,0.5,34.41233917994787,0.39819068220587966
7542,0.5,33.41313365789716,0.29523245981957796
3479,0.5,33.66714006959942,0.319255759465034
517,0.5,34.45468442535634,0.34663260028038645
1043,0.5,33.856138920695365,0.20313052146163685
9323,0.5,33.96541666818302,0.2890749221072828
1003,0.5,34.04158446362546,0.3418922724703149
2128,0.5,33.681079808990695,0.21502748827633109
4286,0.5,33.57222661617812,0.36012492283372166
1230,0.5,33.70476223037041,0.34068162150732967
5036,0.5,34.36827385502679,0.3391377553655779
4145,0.5,34.32699957754849,0.28168816254495715
7308,0.5,33.56051586515397,0.42748575704116953
4097,0.5,34.09913826041733,0.34012821969752727
5948,0.5,33.4659083580414,0.3634825564497134
4874,0.5,34.58558068616788,0.2893764985935057
9865,0.5,33.06940827579465,0.3494377521953536
313,0.5,34.04587947236668,0.3648247150598184
5854,0.5,33.91058668104772,0.32413076056803386
1158,0.5,33.70272632769011,0.2829804127472645
7200,0.5,34.13709669190536,0.44654535772087256
9714,0.5,34.21998481842441,0.33582669128930187
2560,0.5,33.748621114629806,0.3153326125149827
836,0.5,33.452749075057106,0.29799632115982744
5187,0.5,33.84043515284315,0.2521867296370511
6808,0.5,33.85159804541735,0.301634444562239
4820,0.5,33.86809953977922,0.23586630144785636
7342,0.5,33.32520070641538,0.30277043576962587
8036,0.5,33.78068921375523,0.3345974787014545
3868,0.5,33.535468576362526,0.3014124189527279
3975,0.5,33.502761884008095,0.2854815864754449
4052,0.5,33.13643872474657,0.3243462869202467
3385,0.5,33.98600301529423,0.40457800640644853
5556,0.5,33.19879972568784,0.34013079868707485
9778,0.5,34.295388783454065,0.27230614290602406
6198,0.5,33.73099338284053,0.30674276048765103
1957,0.5,34.68846210119938,0.2591066723117932
255,0.5,33.277553993111525,0.25235411309588535
8953,0.5,33.883249466186356,0.29628519882745974
1707,0.5,34.06253526427561,0.38790571229334175
6953,0.5,34.01838030351065,0.3091593961124656
9184,0.5,33.86813222890819,0.2966201441711661
5370,0.5,34.33752782332152,0.27240307179131806
5693,0.5,34.120574552778216,0.3261221144015207
9246,0.5,33.25662459738169,0.30969052389599877
1992,0.5,34.265892592307644,0.24832433375914312
1050,0.5,33.80328725641049,0.20636199320911788
3173,0.5,34.51274698918656,0.3396491556791604
3417,0.5,32.80012157398189,0.308030498199818
6471,0.5,33.96560638254132,0.3123735288631265
468,0.5,33.85166951172098,0.28996914027151677
7043,0.5,33.41049386337379,0.21722565292379883
2403,0.5,33.129825352745854,0.3327286503835325
9931,0.5,34.034497326421175,0.2824229849938686
9952,0.5,34.03794265784968,0.30077461689434043
9986,0.5,33.98781840905672,0.29976045909129345
6863,0.5,33.62935944819699,0.2837992152633233
9007,0.5,33.92424237935893,0.3688251642299841
6624,0.5,33.351787854369405,0.23166173566657786
5365,0.5,34.02477738755571,0.29095813188321457
5341,0.5,33.801445350704405,0.2891929979158323
6726,0.5,34.14633285746705,0.30932841332063904
3141,0.5,33.587759494009426,0.30215021905157147
6826,0.5,33.60068525883668,0.27099168520118583
7405,0.5,34.50906082636229,0.324447440775476
1189,0.5,33.583133927057254,0.3764242784602046
654,0.5,33.82959555453818,0.2856071998601076
8101,0.5,33.31566963895496,0.265128198140949
8817,0.5,34.15177434381521,0.30242078412632584
1948,0.5,33.513782357670074,0.2604639874597476
5881,0.5,34.239527885039614,0.40664168894466646
6346,0.5,33.94074109138424,0.25653591899289646
285,0.5,33.4985924064189,0.36403842357397004
4794,0.5,33.66321930433129,0.26719477769546307
5081,0.5,34.17979764495618,0.2813688015189399
2933,0.5,34.79730787383676,0.3259509319499771
8367,0.5,33.14396317936982,0.22785637486531857
6147,0.5,33.34904736141645,0.2925647464081441
2583,0.5,33.6036245646278,0.3014749235865051
7564,0.5,34.49065932982441,0.2869412719744433
7725,0.5,34.112802620940016,0.3136684948504261
1046,0.5,34.27255765615581,0.21335743112960542
5831,0.5,33.60594780338974,0.2670812140120688
2738,0.5,33.65441409894667,0.26993712365909833
3386,0.5,33.644487415760565,0.38448818877572444
278,0.5,33.76973980934717,0.39058676755771093
4552,0.5,33.438093320579576,0.26188274417235885
9990,0.5,33.94031668705628,0.31899176461778306
3844,0.5,33.729209197915594,0.25060284207594025
5526,0.5,34.58985247350781,0.39366686307504856
7303,0.5,34.05893616813991,0.4359483916813106
3083,0.5,33.95250068522354,0.4085108957541207
8258,0.5,34.221278855648805,0.3656195923069015
7084,0.5,33.988438310231025,0.26864971223901024
683,0.5,33.59943685225542,0.27686865134105004
4020,0.5,34.05356890293299,0.32390011433339305
9192,0.5,33.61804684856036,0.33620092045744643
2662,0.5,33.71082319522173,0.3138057808154977
535,0.5,33.32828930397773,0.347642292289174
1307,0.5,34.38144392366198,0.3742383579115574
3009,0.5,33.7128845611166,0.3414393549908914
8823,0.5,33.908217163161886,0.31096991096958
9868,0.5,33.59886905740952,0.31442791444678286
7857,0.5,33.8187651965073,0.2236190461280635
118,0.5,33.41363552382432,0.33063494131112053
2483,0.5,32.79458400648711,0.26833089384308634
9607,0.5,34.117486639378946,0.2860590220262564
5811,0.5,33.49480115708614,0.3023706559258809
1771,0.5,33.97294007479501,0.3555782812736921
5667,0.5,33.52546586890866,0.28625920306813235
9684,0.5,34.07777216647457,0.3262923629052024
4080,0.5,33.8564009830102,0.35424378129968503
9833,0.5,33.15876721142023,0.3187978730188458
1316,0.5,33.897477864662285,0.343456590606498
2895,0.5,34.570367190278816,0.2592238856555451
6695,0.5,33.80130883683662,0.2807245695549421
9428,0.5,34.05824470825948,0.4496594638019974
4260,0.5,33.321484434253286,0.31054611325920745
549,0.5,33.554201375104114,0.28155107133238844
7110,0.5,34.43108824965717,0.3027895141836519
5062,0.5,33.618200336438846,0.3226081846234543
6648,0.5,33.271879909604145,0.27186720706959405
5219,0.5,33.8813840082702,0.2602393627780697
8067,0.5,33.51329532167464,0.3050025438206312
4306,0.5,33.68208023454308,0.34235065990510827
5980,0.5,34.143940423758806,0.3504316670523436
5503,0.5,33.60194846786172,0.3572766909486342
6277,0.5,33.45564065007436,0.325910538271706
6180,0.5,34.062872262261344,0.3209733445333062
4583,0.5,33.80016454384542,0.23918738249675114
5818,0.5,34.02011040608291,0.2894240427353252
9728,0.5,33.711881474351365,0.3203513842319209
9551,0.5,34.572063984340396,0.27450363725923793
7489,0.5,33.35927226060648,0.27641548616981515
8072,0.5,33.91588176585038,0.2906123775863107
3513,0.5,33.96917784276433,0.3843231804144808
2588,0.5,33.373611099643796,0.3086647685405668
5511,0.5,33.64299661892872,0.3392266540117408
3435,0.5,33.39058417573573,0.2881644691372553
434,0.5,34.12954182664996,0.2639760023450404
1488,0.5,33.65048181887953,0.29317585869361706
9076,0.5,33.92670548711354,0.37462135056897133
8162,0.5,33.609300631258535,0.34594858533001605
8985,0.5,33.68900170270519,0.29603655189758693
9319,0.5,33.953980056245186,0.2921160982023088
6115,0.5,33.687946381362394,0.27459752059664505
2935,0.5,33.943125578552944,0.3116548108588183
2018,0.5,33.538100608007554,0.2745462330052252
73,0.5,33.11421768511454,0.28172193723843564
4043,0.5,33.867724314511314,0.332545635659654
9720,0.5,34.175011971276234,0.3279220141474144
