seed,rho,bootstrap_mean,bootstrap_var
8375,0.2,9.351210670555792,0.39210002749741585
6936,0.2,9.219942181860807,0.4079893247717194
5104,0.2,9.517942671767836,0.32884576227412926
8514,0.2,9.35297504729377,0.23759286692134843
4994,0.2,9.466841241311004,0.2957607723340122
8980,0.2,9.41938500529699,0.3426630642437904
3925,0.2,9.644714213740945,0.36445457822683935
400,0.2,9.43324802856976,0.3005978132609195
6864,0.2,9.24244967265915,0.3193877450633431
7441,0.2,9.510243581565431,0.35747567824260934
9669,0.2,9.583379576995279,0.3436288751309138
5846,0.2,9.572935630379689,0.31806302290694943
3294,0.2,9.509567522467972,0.287149138253917
7006,0.2,9.543843914314003,0.35336121957554384
7297,0.2,9.733701131156394,0.3053616025235196
5588,0.2,9.49583967319187,0.2865159037267132
417,0.2,9.425646982736495,0.3113534992945498
5838,0.2,9.630774097120375,0.3496313635799735
6882,0.2,9.528759893652293,0.3400112581186856
9965,0.2,9.379314911746196,0.3375853774281252
9462,0.2,9.511046874054689,0.32377425865642645
9173,0.2,9.337886148909861,0.29145447630540305
1643,0.2,9.540753862145161,0.3081827519268278
1808,0.2,9.553453732432127,0.3016725900346535
1518,0.2,9.529262107904376,0.31243291940820106
3473,0.2,9.574783918902419,0.2656873204183304
8622,0.2,9.474158183155126,0.2887176257833441
7542,0.2,9.642377161908058,0.26897909841786183
3479,0.2,9.436427236922542,0.28233047518607135
517,0.2,9.584840733374135,0.26559068884191395
1043,0.2,9.582196268682443,0.39760662095546256
9323,0.2,9.4726592742286,0.23466724176762527
1003,0.2,9.55225310899702,0.34484314096653285
2128,0.2,9.401425725024891,0.35870883784803054
4286,0.2,9.515608872508304,0.29910423357235233
1230,0.2,9.356123401158815,0.26899814300412644
5036,0.2,9.429926923101851,0.2700907628884959
4145,0.2,9.50757682641142,0.3513688990197994
7308,0.2,9.573273485484243,0.3016330571952051
4097,0.2,9.5087056058784,0.25075102637576135
5948,0.2,9.44243153352757,0.27263187819223117
4874,0.2,9.47698109753383,0.27133342669572785
9865,0.2,9.399125630871673,0.2884761195698004
313,0.2,9.583035875280919,0.3809670956296623
5854,0.2,9.459753024083199,0.29560390138968023
1158,0.2,9.472500702414118,0.3220593330046122
7200,0.2,9.558894551018208,0.31114806761701636
9714,0.2,9.305734271117105,0.28609822829087433
2560,0.2,9.266864217790216,0.34975746380828054
836,0.2,9.37920497959935,0.3377022101528657
5187,0.2,9.383795814867023,0.22266319621672537
6808,0.2,9.630608874862995,0.3195210438379253
4820,0.2,9.474567313535381,0.3090545592124812
7342,0.2,9.368381082349865,0.3412785056338005
8036,0.2,9.41755682946885,0.3519696936977975
3868,0.2,9.4478608130789,0.244736072202533
3975,0.2,9.303641216386676,0.28816681962962376
4052,0.2,9.506761443140636,0.3026344395688214
