seed,rho,bootstrap_mean,bootstrap_var
8375,0.4,41.270784967562946,1.5227611158872159
6936,0.4,39.957441661285664,2.3585004224562693
5104,0.4,40.162233953807785,2.705057475299973
8514,0.4,41.06328473321059,1.7279609199962451
4994,0.4,40.21017648018298,2.483698656507661
8980,0.4,40.33061174325585,1.2500813031625828
3925,0.4,40.57159202213798,2.81778678601407
400,0.4,40.98533363160241,1.7117139122722427
6864,0.4,39.390020813561115,2.350028446607074
7441,0.4,40.151405420018,2.5785150425556007
9669,0.4,41.827773765822876,0.8553709148555586
5846,0.4,39.55835172968473,2.2090105348077493
3294,0.4,40.29318339470153,1.4899353005369393
7006,0.4,40.611773339629906,2.013739508860225
7297,0.4,40.479385643292225,2.5475613421337524
5588,0.4,39.967165886842984,1.9572688890259216
417,0.4,40.77964436946063,1.7375477914358464
5838,0.4,43.58319451181687,2.455536341219996
6882,0.4,39.83822071439722,1.537381399243091
9965,0.4,41.19553934125863,3.1306928176711795
9462,0.4,39.55531733209973,3.1150044554825995
9173,0.4,40.573744404632826,1.6385345471976585
1643,0.4,41.23261426849254,1.6434478427365562
1808,0.4,40.83927980320286,1.761812293822125
1518,0.4,40.342142055318995,2.547127301458819
3473,0.4,40.42927578677663,1.548210355893458
8622,0.4,40.47025242182722,2.578595312550996
7542,0.4,41.61823074546524,3.426254065410619
3479,0.4,43.627946346613506,0.6107615985809948
517,0.4,40.69195407441192,1.7119849943587437
1043,0.4,41.17561180660228,1.1301124711980848
9323,0.4,40.93177432521757,1.8177143227881862
1003,0.4,40.773284875422966,3.285158513423135
2128,0.4,41.08420720777005,1.8355360890151462
4286,0.4,40.464004124486664,1.0235108219017317
1230,0.4,39.89888189809725,3.4182763493581194
5036,0.4,44.14435602347763,0.7347874078348196
4145,0.4,41.424495802708506,1.3450369763258179
7308,0.4,40.02481811666882,1.3443905060452406
4097,0.4,40.259924353230645,2.672394443841362
5948,0.4,39.85640474015856,0.8841664482423761
4874,0.4,41.06899817833557,2.8784797806490987
9865,0.4,40.66897617470544,1.390134868057351
313,0.4,39.823743576308196,2.729458517644279
5854,0.4,43.49311673057017,2.451422752241095
1158,0.4,41.86199733363515,2.623623160905782
7200,0.4,39.905943913839074,2.4592562264176276
9714,0.4,42.702980366990374,1.5018932761576105
2560,0.4,42.17143171321947,1.5989526919179615
836,0.4,39.37344624512295,2.968672221823849
5187,0.4,40.691325605146815,1.3545346927257071
6808,0.4,42.416816607398914,0.6508937137224565
4820,0.4,40.59884705217292,2.264423054361393
7342,0.4,40.65188819405523,2.30626801069693
8036,0.4,40.241036967789185,1.6842246387645239
3868,0.4,39.70068066796666,2.4846416653490038
3975,0.4,39.8067607544805,3.0991957081336823
4052,0.4,40.25829738791034,3.3514137415546834
3385,0.4,40.29132263980753,2.3343115680993334
5556,0.4,40.60536383296584,2.7266621326391487
9778,0.4,41.47808209064024,3.0759601049030225
6198,0.4,41.290215330400706,2.3436201481194128
1957,0.4,42.130799858691816,3.8799232679503732
255,0.4,41.24686782431077,1.185106891305188
8953,0.4,41.669560386626735,3.0368044790644837
1707,0.4,40.8713249183786,1.7345732456156304
6953,0.4,42.01051909161651,2.391426588344455
9184,0.4,40.699705643686094,1.8129398798719165
5370,0.4,40.68657897340293,2.076389018008964
5693,0.4,39.711834240597476,2.0292455885827367
9246,0.4,40.15212280393896,3.108020096419983
1992,0.4,40.533197137563505,1.5636437675530164
1050,0.4,41.656393794252864,2.7567998548967774
3173,0.4,40.86119822453373,1.9949741664849128
3417,0.4,40.57715472468903,1.382061091241587
6471,0.4,42.006980230282494,2.4381564827103093
468,0.4,40.404517243217356,2.4795087278255714
7043,0.4,40.58875720484386,1.1578208910450387
2403,0.4,41.12270126841742,1.286846820875031
9931,0.4,40.24544551679815,2.5015722505180054
9952,0.4,40.37437374641406,1.2270441922895905
9986,0.4,43.8306521020397,1.2749250206305698
6863,0.4,40.81636381978619,2.1867907749933044
9007,0.4,40.18280285499656,1.5719761360598055
6624,0.4,40.46020893221637,2.690638996144711
5365,0.4,41.02419723191163,1.7029427497656722
5341,0.4,40.00119650229017,2.012472527524391
6726,0.4,41.321771034833034,2.3224391792062193
3141,0.4,40.65593846933892,1.7782099141867584
6826,0.4,40.921569775433845,1.59628574155214
7405,0.4,41.13388275096594,1.625840902062721
1189,0.4,40.71648776957609,1.173576544767712
654,0.4,41.04116038783759,1.5588368661732162
8101,0.4,41.16750099731137,1.5477792229682867
8817,0.4,41.18067349320455,1.9377431722745604
1948,0.4,40.92492690438488,2.063849342661775
5881,0.4,41.58248655229854,4.847140442751865
6346,0.4,40.80189728337828,2.061108539224474
285,0.4,42.09692375292331,1.4859848321325453
4794,0.4,40.95640147699065,2.008584389605038
5081,0.4,42.34340943087918,2.96311899329068
2933,0.4,40.58714610103117,1.3380103106373502
8367,0.4,39.59653502530719,1.2653172998299929
6147,0.4,39.408251629289666,1.6989521492789859
2583,0.4,40.783358478979444,1.6878068368930443
7564,0.4,42.06854278062857,0.9627988219376385
7725,0.4,40.69949614872232,1.1034209164384103
1046,0.4,40.86393410681331,2.092765668967999
5831,0.4,43.20852377667832,0.9848193961598706
2738,0.4,40.55835424271531,3.5745123715170792
3386,0.4,41.083338758588305,2.3335869153945277
278,0.4,40.23670570753835,2.0983101208142805
4552,0.4,40.594321377862464,1.365604638728239
9990,0.4,40.049632841248524,1.594028996262625
3844,0.4,40.56574037601179,2.2303202887704745
5526,0.4,39.72608689162703,0.9253352033451615
7303,0.4,40.623728183138816,1.284679146345467
3083,0.4,42.71380735451359,0.608188438579354
8258,0.4,40.659444802700726,1.2108640083485103
7084,0.4,40.36488156245851,2.1256575003914255
683,0.4,42.7078449533323,1.2082069308451393
4020,0.4,39.8139145288474,2.7216575164561188
9192,0.4,40.8435186744594,2.470970133995237
2662,0.4,40.97092155159768,2.5476286336012572
535,0.4,40.67591809769132,0.8040111575615952
1307,0.4,40.20205098288528,3.214279831343451
3009,0.4,40.36938764499489,1.9028848169174313
8823,0.4,40.78979954552289,1.6922491768021073
9868,0.4,43.856316037532736,2.9313962433438125
7857,0.4,41.195239874655506,1.3271472050840365
118,0.4,40.195420049272315,1.6094280597958004
2483,0.4,41.3961129996366,2.2988137753490476
9607,0.4,42.16258193202334,2.2331420943380316
5811,0.4,41.283728457229074,1.7644300195437383
1771,0.4,40.10875605774741,1.6497417759943076
5667,0.4,40.50287718863527,2.3961366059661127
9684,0.4,40.416327431882884,3.2367196142911996
4080,0.4,40.11466738328029,1.5421006323448767
9833,0.4,39.732373348502186,1.6286902138905845
1316,0.4,42.333156813732955,1.0334114870939106
2895,0.4,40.36669217987033,2.365170900363679
6695,0.4,42.13248976215824,2.482614606772363
9428,0.4,41.72003661159818,3.099438320794154
4260,0.4,40.51807571522241,1.283341740291409
549,0.4,41.11303063768799,1.5145586976269418
7110,0.4,41.355426273534746,2.047391518852411
5062,0.4,40.72864609605736,2.4973715714091402
6648,0.4,41.98630823680145,2.2491776793784926
5219,0.4,39.56336321670136,3.0690860614807387
8067,0.4,40.556476624450156,1.5611979361489585
4306,0.4,40.99346643269054,1.6751004110751984
5980,0.4,40.72168263073387,2.1293548187679416
5503,0.4,42.694989015704614,0.9590583986907035
6277,0.4,40.778022140326215,1.0292944938230268
6180,0.4,40.45577170006904,2.1751847883476385
4583,0.4,40.42735110046152,2.324151560920852
5818,0.4,39.792404806292865,3.073679645366091
9728,0.4,39.73332783262428,1.7253071042707773
9551,0.4,40.82817445239192,1.3295629368722262
7489,0.4,39.57321639454302,3.92867710815215
8072,0.4,39.9108356414097,1.8464020424225145
3513,0.4,40.67389296003974,3.304174714934003
2588,0.4,39.59397607737065,2.541777157442108
5511,0.4,40.34430664010344,1.720522966972504
3435,0.4,40.27427034852564,1.255296072129474
434,0.4,41.106271178547686,1.6691546689527692
1488,0.4,39.98960657823293,1.889001017391604
9076,0.4,40.14062420579471,1.6629494349883058
8162,0.4,40.399327359635116,1.443115533467469
8985,0.4,40.32013141127087,2.68264975992407
9319,0.4,40.6886312607975,3.087892248403951
6115,0.4,40.492515501554834,3.6587955726440144
2935,0.4,41.30599220726725,1.940357101849014
2018,0.4,41.603119563858755,1.5296728980337229
73,0.4,40.54556484016469,1.8133964974364276
4043,0.4,40.822146589108996,1.3974359785576944
9720,0.4,40.57008414091192,2.2314168531735743
7721,0.4,40.28968744119547,1.720169643049036
7130,0.4,40.744980800947836,1.4482626830173033
8352,0.4,42.999618048894284,0.5715718826283056
6697,0.4,40.88248158599192,1.3426045958218344
3161,0.4,41.0337663601125,1.8908840500179218
8177,0.4,40.41201150438476,1.6357121168839068
5441,0.4,39.984806310436234,2.532716207924889
4739,0.4,42.76437032686588,2.243424757258741
7373,0.4,40.495788886378875,1.5614193225197135
5080,0.4,41.68170259536517,2.701465399204342
3043,0.4,40.11390799277275,2.6468197427688676
5117,0.4,40.39606389882446,1.6118661954392202
6740,0.4,40.70096219392666,2.0691044274998576
2378,0.4,41.786053518957196,2.2860198912192136
8801,0.4,42.714903775757755,4.3151678611028625
6790,0.4,42.61532865846853,1.1817981274717717
9090,0.4,40.86429450871053,1.1975106360935455
7945,0.4,40.55057911064685,2.182446984428501
8995,0.4,41.28230750850449,3.3211092463869982
4192,0.4,39.35443034828907,2.7085833798174623
3440,0.4,41.41757330849604,2.8716471619784465
1559,0.4,43.493123270260924,1.2831825614907013
6676,0.4,40.11112138256815,1.6828282965349377
3340,0.4,40.734098266382524,2.007461497373334
3192,0.4,43.916439043044875,1.298852123384244
779,0.4,41.11297643185471,0.7836344261512587
4957,0.4,40.39978539017357,1.6798814043229613
8625,0.4,43.21370963498732,0.9732308329498826
8145,0.4,41.42875538388631,1.597083328344178
4827,0.4,41.68966424979175,2.217385341284725
9737,0.4,42.7948332172708,3.7756509553558932
934,0.4,40.2343770663766,1.4225102940327325
5557,0.4,40.89405861663617,1.9586650250973656
6817,0.4,40.27768618300986,1.4453622138165596
6231,0.4,41.233610100928665,2.3791093039493028
6947,0.4,40.05810483770648,2.1638409577922633
5324,0.4,43.552985539875564,2.114170922557149
3321,0.4,41.23217512803223,1.613934513287619
349,0.4,41.50776783501647,2.018515143698145
6940,0.4,41.31008541349346,2.4279967560647053
9364,0.4,41.272345565145585,1.7647801429119816
9867,0.4,41.33924203275797,2.2432479791929882
8360,0.4,39.419859652890416,3.077724711934438
8435,0.4,40.42512553352241,1.7866848719847712
7670,0.4,40.35972888273434,2.6373015795633803
4208,0.4,40.42392933842719,2.755318468186644
4675,0.4,40.9797802019736,2.1723306817847545
2710,0.4,40.76280214551134,2.371341787924788
9004,0.4,40.7883000247407,2.2405937992072125
729,0.4,42.15225839240151,1.9822139855863454
7063,0.4,40.35340640603003,0.9671929668665052
594,0.4,40.60345331640381,0.730395933128832
5195,0.4,40.636248250041916,1.8861394265896443
2661,0.4,41.55645715704912,2.1552891901993583
5316,0.4,40.91523039767163,2.019650077693308
2324,0.4,43.53983746739284,0.8122659275666507
6598,0.4,40.80783455961122,2.3116313618697175
1525,0.4,39.4754724362464,1.9605856015583323
8528,0.4,41.68051640752894,1.9302977344412198
7068,0.4,39.74381405766226,1.64104562454101
9896,0.4,40.32596354093854,1.4150301718588745
6308,0.4,43.18988951560581,0.22635489379045634
6649,0.4,40.75885162631123,3.9110390254700964
9304,0.4,40.57353685334715,1.7068803545985793
4634,0.4,39.9686236094873,1.4964760391853797
7369,0.4,41.62194137082326,1.5638266373259913
2987,0.4,39.93320057445782,1.560264937334812
8458,0.4,40.490381073485494,1.7642314432597408
6891,0.4,41.2844077676053,2.949271168760414
3858,0.4,40.68952909448242,1.3524755740805492
3420,0.4,40.67883719782379,2.393883293771533
4688,0.4,41.970154577251854,0.943550579902965
8022,0.4,40.454003810976474,1.731696178586954
8393,0.4,40.840294523113464,1.6295730838340643
3669,0.4,40.37237986655408,1.5856300936531105
1913,0.4,39.779505918186814,2.9856853346893746
1290,0.4,40.88131539092719,3.55050069035423
598,0.4,40.22718132004529,2.9696223531685284
5288,0.4,40.842359797288076,1.6310131991466854
3237,0.4,41.316481501748605,2.065471405678712
1854,0.4,40.552404504704974,2.47852878532909
3167,0.4,39.95608396167605,2.1385019325106693
2518,0.4,40.08166662135148,1.00250246233061
7779,0.4,40.14875532956922,1.7012899931265835
8627,0.4,39.84137634263461,1.314369089486557
1027,0.4,39.82942599704704,2.010237992680648
5371,0.4,39.96983767866754,1.3029630962287473
2699,0.4,40.59395979475849,1.614582126635549
7213,0.4,40.41897946293632,2.1468713987159505
8465,0.4,42.071490526365785,3.280744861910622
919,0.4,40.114761506746625,3.6522765317293766
3630,0.4,40.60389813142226,2.907609318274735
1125,0.4,39.99115591433136,1.3485357967692841
7235,0.4,42.046933061815515,1.3465667381395479
5165,0.4,40.57069500206174,2.512217829663417
139,0.4,41.289792772025066,1.1849851972560606
5001,0.4,40.82135661981883,1.5575840751355992
2897,0.4,41.116369198472455,2.965145391516188
4864,0.4,40.542712929221445,1.5276661453789524
5754,0.4,39.63144496991409,1.214377250782445
1444,0.4,40.61881366822804,1.8067437275656724
699,0.4,40.61471831972693,1.5912735197615586
1072,0.4,39.69399432380118,2.736679910608367
8051,0.4,40.94352910366807,1.062492317448329
6274,0.4,42.67629533638162,3.7175927287218102
6858,0.4,41.02950495284102,1.3718071975239878
7331,0.4,39.91748636368295,2.109241445251268
8065,0.4,41.139557291227376,0.9751969436344594
501,0.4,41.09823220298244,1.252088323600686
7412,0.4,40.630411122468765,1.9612697702038857
9363,0.4,40.299908347708254,3.9028059114531253
2441,0.4,40.85872017236659,1.2517482554318544
9116,0.4,40.72139448113704,2.3325951546055483
