seed,rho,loco
8375,0.5,1.9070913685221527
6936,0.5,2.735051770532886
5104,0.5,1.945483196200335
8514,0.5,3.021885620426975
4994,0.5,1.9684634580111944
8980,0.5,2.521102656532355
3925,0.5,2.367167678341976
400,0.5,2.8863326952428503
6864,0.5,2.2208678337618375
7441,0.5,1.477536624163628
9669,0.5,2.59032987581235
5846,0.5,2.4677297894741113
3294,0.5,2.62784189512952
7006,0.5,2.9502621863627474
7297,0.5,2.337959435248782
5588,0.5,2.0809058119073387
417,0.5,2.3400329433058236
5838,0.5,2.7612838096113475
6882,0.5,2.548081863924319
9965,0.5,2.9806803427243977
9462,0.5,1.7900882346295584
9173,0.5,2.4586389092137653
1643,0.5,2.1933410986269166
1808,0.5,2.4831871008241926
1518,0.5,3.02385095634732
3473,0.5,3.139040450327466
8622,0.5,2.7761652148700047
7542,0.5,2.7269406309693904
3479,0.5,1.645854440871933
517,0.5,2.5111537793763734
1043,0.5,3.5119987390623804
9323,0.5,3.3308995693646373
1003,0.5,1.4768504441409611
2128,0.5,2.372650548532424
4286,0.5,2.976503139518634
1230,0.5,2.529514652056616
5036,0.5,2.6613197812890372
4145,0.5,2.6411929523924202
7308,0.5,2.210731294138182
4097,0.5,2.016169904427096
5948,0.5,2.3658301011510456
4874,0.5,2.612902454365763
9865,0.5,1.4342798104807746
313,0.5,2.249228540057317
5854,0.5,2.4070576299174875
1158,0.5,2.0685336762319313
7200,0.5,3.1335154473466966
9714,0.5,2.2757653624687
2560,0.5,2.226348777478549
836,0.5,2.685108703526079
5187,0.5,2.862118795094341
6808,0.5,3.3009183864672336
4820,0.5,2.0976977340976335
7342,0.5,2.632025324832803
8036,0.5,1.690967448188336
3868,0.5,2.4161117811159367
3975,0.5,2.9800916553656327
4052,0.5,2.4202163116036615
3385,0.5,2.228205697891757
5556,0.5,2.973600326744618
9778,0.5,2.1839870962995556
6198,0.5,2.367178113996294
1957,0.5,2.339879102319704
255,0.5,1.8625474874745422
8953,0.5,2.4956276346718655
1707,0.5,3.182873402193499
6953,0.5,2.5529016803442817
9184,0.5,2.07304302678463
5370,0.5,2.7527574517287716
5693,0.5,2.6182380567366446
9246,0.5,2.5971773082234026
1992,0.5,2.570578744718813
1050,0.5,2.7134864874151794
3173,0.5,2.198239399626095
3417,0.5,2.3254227730212786
6471,0.5,1.3802573200787944
468,0.5,2.299118742822154
7043,0.5,2.9096917335222265
2403,0.5,2.742602810102725
9931,0.5,2.5980228366347013
9952,0.5,3.584442710454283
9986,0.5,2.7285555193365
6863,0.5,2.5925206568627397
9007,0.5,2.975751108363017
6624,0.5,1.9589579943387292
5365,0.5,1.82863269391383
5341,0.5,3.2801652714392713
6726,0.5,2.6445777580276313
3141,0.5,2.2473721428333397
6826,0.5,2.1696246402827986
7405,0.5,2.236481975181134
1189,0.5,2.1234182474817063
654,0.5,1.9865097877241968
8101,0.5,2.5743100392011433
8817,0.5,2.1524206035979834
1948,0.5,2.224281378644693
5881,0.5,2.9994907389174807
6346,0.5,2.279976692280778
285,0.5,1.9089215849217709
4794,0.5,2.602485443354335
5081,0.5,2.214210420536283
2933,0.5,2.8643179328640933
8367,0.5,2.8077017406367397
6147,0.5,2.85733029462613
2583,0.5,3.0813253823415314
7564,0.5,2.6859090728924153
7725,0.5,2.76972494907852
1046,0.5,2.1051792159343536
5831,0.5,2.5749318089075888
2738,0.5,2.5322286182523404
3386,0.5,3.1021844366186864
278,0.5,2.7258590436596086
4552,0.5,3.313077849677063
9990,0.5,2.3415254714675995
3844,0.5,2.9974903933864203
5526,0.5,1.5687598939007161
7303,0.5,1.9781943931075947
3083,0.5,2.300893332465596
8258,0.5,2.732148512652377
7084,0.5,1.7025008403483857
683,0.5,2.8109404978054657
4020,0.5,2.8340623430746525
9192,0.5,2.89123233753703
2662,0.5,3.383888441082534
535,0.5,3.0939873061176955
1307,0.5,2.0675893699171564
3009,0.5,2.6715113601610803
8823,0.5,2.066613935150531
9868,0.5,2.448862256997442
7857,0.5,2.1083626970785616
118,0.5,1.642030601944064
2483,0.5,1.9410319099905031
9607,0.5,3.114768104560919
5811,0.5,2.97074402762068
1771,0.5,4.008709486300955
5667,0.5,1.8725273912375324
9684,0.5,2.536493260065329
4080,0.5,2.2908775152759127
9833,0.5,2.4313266660050687
1316,0.5,2.80034336708506
2895,0.5,3.7531331049901584
6695,0.5,1.5280015684084773
9428,0.5,2.5966282468804156
4260,0.5,2.6439972898901702
549,0.5,2.1036020427361306
7110,0.5,2.4803585785906286
5062,0.5,2.409492320397352
6648,0.5,2.285378713279763
5219,0.5,3.1630205192478638
8067,0.5,2.312607827625472
4306,0.5,2.452060849920339
5980,0.5,2.9210618088060905
5503,0.5,3.4413097860472943
6277,0.5,2.137427474408388
6180,0.5,1.847736250907337
4583,0.5,2.4478892942928705
5818,0.5,3.938931780307602
9728,0.5,2.2214226702085402
9551,0.5,2.4593398994204367
7489,0.5,3.2080717492212125
8072,0.5,2.5271280126809126
3513,0.5,2.90079641197239
2588,0.5,2.9390570745557634
5511,0.5,2.052093233707235
3435,0.5,2.928862853811256
434,0.5,2.199855885846536
1488,0.5,1.4047370491323328
9076,0.5,3.193674829274867
8162,0.5,3.352476512083955
8985,0.5,2.7497096142135167
9319,0.5,2.462927452776694
6115,0.5,3.0103726947255685
2935,0.5,3.3774098189757717
2018,0.5,2.648313815269834
73,0.5,2.2462722166586944
4043,0.5,2.2750989191896345
9720,0.5,2.1122685964885806
7721,0.5,1.4194812420044922
7130,0.5,1.4445675293903582
8352,0.5,2.2650994814953616
6697,0.5,2.68984084240701
3161,0.5,2.5445478279950353
8177,0.5,2.780789494107786
5441,0.5,2.9672986986103
4739,0.5,2.260257360217964
7373,0.5,2.47867708241436
5080,0.5,3.299330081401617
3043,0.5,2.732111101589228
5117,0.5,3.040820490549038
6740,0.5,2.1189759409554787
2378,0.5,2.108669279178495
8801,0.5,2.351129358494207
6790,0.5,2.491626734645905
9090,0.5,3.1242737259015803
7945,0.5,2.874685110434014
8995,0.5,2.9920003438168195
4192,0.5,2.2901950070474495
3440,0.5,2.722488142913522
1559,0.5,2.9481318670129077
6676,0.5,2.2063182167308883
3340,0.5,2.0512810843777927
3192,0.5,2.9225472749257007
779,0.5,2.96208508866184
4957,0.5,2.304589330993849
8625,0.5,2.095375722712875
8145,0.5,2.32482688989417
4827,0.5,1.921247237194541
9737,0.5,1.9205962598954005
934,0.5,2.659503479592959
5557,0.5,2.546546621679976
6817,0.5,2.76765767479427
6231,0.5,1.7611878048552398
6947,0.5,1.737270768384209
5324,0.5,2.4235400554217446
3321,0.5,2.814082939119829
349,0.5,2.880683055248819
6940,0.5,2.4066605337984694
9364,0.5,1.9068351800535708
9867,0.5,2.68505549449531
8360,0.5,2.8821574250679767
8435,0.5,1.9741784358609769
7670,0.5,2.4497407497122863
4208,0.5,2.5560204841042617
4675,0.5,3.0496516561332756
2710,0.5,2.6715669690158035
9004,0.5,3.003864765180345
729,0.5,2.930193933927256
7063,0.5,2.4916868499680613
594,0.5,2.6380820645613845
5195,0.5,2.782294095312384
2661,0.5,3.0223760154950963
5316,0.5,2.243208505741428
2324,0.5,2.9173763452724284
6598,0.5,2.6131308653588805
1525,0.5,2.858212472584726
8528,0.5,1.8085374838121409
7068,0.5,3.0921428480717443
9896,0.5,2.5081169870064355
6308,0.5,2.240938633537791
6649,0.5,1.8269946405474289
9304,0.5,2.636255694199278
4634,0.5,1.9356634202176362
7369,0.5,2.1832947357722476
2987,0.5,3.5246102908693375
8458,0.5,2.327089615965532
6891,0.5,3.0737005517906617
3858,0.5,2.229206990477107
3420,0.5,2.0434354254601557
4688,0.5,2.5150043274907876
8022,0.5,2.3743200647944693
8393,0.5,2.465147035937446
3669,0.5,2.3401595434644618
1913,0.5,2.894189369584976
1290,0.5,2.749135429890461
598,0.5,2.5938554959329134
5288,0.5,3.2846623704077347
3237,0.5,2.619372795709653
1854,0.5,2.1849285214430334
3167,0.5,3.3229072163113127
2518,0.5,2.0711280265897396
7779,0.5,3.6284061640513117
8627,0.5,2.348144547382741
1027,0.5,2.170692794816287
5371,0.5,2.130932531557816
2699,0.5,2.2809413885194028
7213,0.5,2.3869613152602023
8465,0.5,2.325195515204681
919,0.5,2.3542395079534075
3630,0.5,1.7711599962875053
1125,0.5,2.974945771669126
7235,0.5,2.519828052547312
5165,0.5,2.362687825017524
139,0.5,2.048810573676326
5001,0.5,3.0547867329663774
2897,0.5,1.9861194525977939
4864,0.5,2.447749365168356
5754,0.5,2.5312742493920517
1444,0.5,2.277764224854982
699,0.5,2.7093623245244496
1072,0.5,2.4926829222722158
8051,0.5,2.7141254844298754
6274,0.5,3.07036511291514
6858,0.5,2.0410390395157387
7331,0.5,2.6679841406581275
8065,0.5,2.4183007668104266
501,0.5,2.222028547704034
7412,0.5,2.906719598179091
9363,0.5,2.1582836128936633
2441,0.5,2.1088942411802765
9116,0.5,2.0776491497659357
9189,0.5,2.8989591105262176
350,0.5,2.2791432155407865
2871,0.5,2.9163585801232697
7845,0.5,1.6781902229245107
7204,0.5,2.5872433492897833
3967,0.5,2.8129345237617045
2190,0.5,2.1767166653628056
5264,0.5,2.2893221777875103
6045,0.5,1.6886980189090828
6283,0.5,3.241729323087677
3360,0.5,3.73173629475959
2867,0.5,2.6660283039297874
2512,0.5,2.816478431278821
6573,0.5,2.4770461674606428
2706,0.5,2.9087841357584114
648,0.5,2.9618455593463433
8404,0.5,1.6236436594817105
9950,0.5,3.1276249960023375
1418,0.5,3.1954658772786066
7947,0.5,2.776920087890718
6481,0.5,2.4898689121381485
4951,0.5,2.5484469652133512
7785,0.5,2.4894810754385106
9571,0.5,2.74580492176796
4349,0.5,2.8982841597025315
3032,0.5,1.966906904285089
1578,0.5,2.792805384671439
4065,0.5,2.6510199870338873
6669,0.5,1.923589811513272
1776,0.5,2.022794051262446
