seed,rho,loco
8375,0.5,7.496777571218227
6936,0.5,7.11057212643819
5104,0.5,6.997981735467184
8514,0.5,6.758279587290555
4994,0.5,6.3699849369983985
8980,0.5,7.836790044091254
3925,0.5,6.208498844364196
400,0.5,6.672076038798858
6864,0.5,6.710193887714735
7441,0.5,6.122834406180163
9669,0.5,6.35271020488664
5846,0.5,7.526919285779761
3294,0.5,6.429421152997314
7006,0.5,7.191508952169192
7297,0.5,6.791619568979133
5588,0.5,7.112626706317673
417,0.5,5.763694512585275
5838,0.5,6.492406832452819
6882,0.5,6.963726680896389
9965,0.5,7.187026326767038
9462,0.5,6.256938862433533
9173,0.5,6.948650803837257
1643,0.5,7.386724588572462
1808,0.5,6.518594871602383
1518,0.5,6.962565524100821
3473,0.5,7.154282018167649
8622,0.5,7.288963974553465
7542,0.5,6.705270912088269
3479,0.5,6.407680147478597
517,0.5,7.480034800971463
1043,0.5,6.857750026291532
9323,0.5,6.450047718595925
1003,0.5,6.410301376105749
2128,0.5,7.248634121383897
4286,0.5,6.931653474952962
1230,0.5,7.607006572717142
5036,0.5,7.20409585936224
4145,0.5,6.729475327095883
7308,0.5,6.3979110291853365
4097,0.5,7.398684498090503
5948,0.5,6.781083501084225
4874,0.5,7.3526048591914535
9865,0.5,5.531360248237215
313,0.5,7.352471213709229
5854,0.5,6.263016518132624
1158,0.5,7.115918708835837
7200,0.5,6.982956661257127
9714,0.5,6.529840138638252
2560,0.5,6.783310298721907
836,0.5,6.246895797035058
5187,0.5,6.2013079128648805
6808,0.5,5.808505937786259
4820,0.5,7.90422707522264
7342,0.5,6.030716783018557
8036,0.5,6.454766865327851
3868,0.5,6.703721303009104
3975,0.5,6.171082869693673
4052,0.5,6.163113529369913
3385,0.5,6.155611323513056
5556,0.5,7.3296885406328345
9778,0.5,5.624659710022136
6198,0.5,6.292087449398451
1957,0.5,6.70633097449422
255,0.5,6.564711142623267
8953,0.5,6.544886495071132
1707,0.5,6.836542892786183
6953,0.5,6.498406383114301
9184,0.5,7.012369334500949
5370,0.5,7.173218579646281
5693,0.5,7.097545982404402
9246,0.5,7.213036546912694
1992,0.5,6.483713222500803
1050,0.5,6.700756789882434
3173,0.5,6.471677032798415
3417,0.5,7.080706099417575
6471,0.5,6.094745823564717
468,0.5,7.116601273284038
7043,0.5,7.954413095148912
2403,0.5,5.961460862577021
9931,0.5,6.686317660342125
9952,0.5,6.35195257992373
9986,0.5,6.584067867000801
6863,0.5,6.1918243416697445
9007,0.5,6.626224421185657
6624,0.5,6.95137766000412
5365,0.5,5.554695890593918
5341,0.5,6.9509495728450865
6726,0.5,7.9461334230564225
3141,0.5,7.001887628274638
6826,0.5,6.44564549683178
7405,0.5,6.894958131195354
1189,0.5,6.332609227131844
654,0.5,7.6751886619908065
8101,0.5,6.649127116646532
8817,0.5,6.52719279029587
1948,0.5,6.7621897668232736
5881,0.5,6.814388783843166
6346,0.5,6.67715463810855
285,0.5,6.351409443316215
4794,0.5,6.409743713347183
5081,0.5,6.628795492788306
2933,0.5,6.723651244423069
8367,0.5,6.665508921551841
6147,0.5,7.797118377820166
2583,0.5,6.559974559243861
7564,0.5,7.54244247870256
7725,0.5,6.375093288153387
1046,0.5,7.388275117453472
5831,0.5,6.84061720286168
2738,0.5,6.506273566817429
3386,0.5,7.4895647919770365
278,0.5,7.259376014341763
4552,0.5,6.83808834260513
9990,0.5,6.939793599948707
3844,0.5,6.793664019319416
5526,0.5,6.83096372189582
7303,0.5,5.871068832413029
3083,0.5,6.0030330976349475
8258,0.5,6.249986635490613
7084,0.5,6.947017382657935
683,0.5,7.200583791832752
